5231000647,掘码人,重庆,[鹰眼,0.7634283001575571
5231000647,掘码人,重庆,[小V开心],0.6633615597162965
5231000647,掘码人,重庆,[微笑],0.7608695652173911
6877919901,用户6877919901,广东广州,中国想办法要美帝不停提高军费，最后美国经济一定会衰落的,0.7368838116269975
1426875795,股票用户875795,福建厦门,太少了，应该投入6000亿美元才会有点作用。但投多少，中国都不在乎。,0.3542263974888028
2017740545,羊羊羊188,重庆,真打起来，会让你的本土和西太平洋基地一起消失,0.6382663080575234
1308246624,生命皮摩尔,浙江宁波,美国一定要把中国作为对手，那中国一定是一个合格的对手。我们只要大力发展不对称战略，四两拨千斤，就能让四面树敌、不堪重负的美国倒下。,0.9999710724895832
5414160476,gochina2015_545,天津,美国已经开始不要脸了，美元将会废纸化，在不废除美元的支付地位，地球的财富都会让美国洗劫干净,0.9222132978541809
1789607877,CN必胜168,福建厦门,有钱做坏事，没钱抗疫救民！,0.1633016834401212
1844565690,L-uke,福建泉州,美国军队无限强大但是其内部政治不断混乱，最终会导致军国主义掌权，新的纳粹政府即将出现,0.999973706135057
1159729614,blackpower,黑龙江哈尔滨,没航母 B52都赶紧装装样子 敲锣打鼓搞个大象漫步整个大场面之后灰溜溜的悄悄飞回本土了 还加强关岛 真动手打起来 不过是东风快递第一波的重点目标而已 真当关岛快递说着玩的 也就夏威夷远点够着费事 2000公里以内 美军的基地都不过是样子而已,0.9191227791535754
3082365871,87v51,北京,关岛已经变成了前沿阵地了，开战关岛将被彻底摧毁，加强？省点钱吧，好好去建设夏威夷吧,0.15979059437413135
1099755263,流浪海儿2,广西柳州,美国花钱造枪弄炮，中国花钱修路造桥，不用担心，没几天美国就可以倒下！美国想搞我们，我们就给他们送一棵核弹，让他们也偿一下广岛的原子弹味道！,0.9288246393636629
1259405852,jhz677,河南南阳,两个大靶子而已。,0.43094940775500057
6006730106,用户6006730106,广东珠海,美国是一个好战的国家，为了保持自己霸主的地位，无所不用其极，美国不亡世界不得安宁。,0.9958454249016945
5000241634,JebSherman,广西,现在的美国反华已经是政治正确，请亲美人士出来说几句话。,0.9629226019828956
5403751165,laifu201114233,黑龙江哈尔滨,这还不好办。中国国只要公开制定一个每年增加500枚核弹的计划就可以了。拖死美国不就成了。最关键的就是必须抛售美国债券。,0.4924014385777492
1278653081,天使幻象,福建宁德,那这些钱多买些呼吸机不好吗？,0.59309313919073
1403173493,liuzh0995,天津,关岛和夏威夷都是小事，关键是卫星干扰武器才是大患,0.20565883943845586
1235822525,踏浪飞鸿,河南开封,美国的军工复合体为了谋取最大的利益，赚更多的钱，总是不断地寻找各种大中小型国家作为假想敌，并将这些国家极端污名化，然后催促政府购买更多的武器装备，同时催促政府要求盟友也买更多的装备，并要求政府将相关地区搞乱好让这些地区的国家也买美国武器装备，通过这么几手，美国的军工复合体就可以赚取大笔大笔的利润。但为了谋取更大的利益，美国军工复合体可能会出现错误的判断或者是故意误导政府作出错误判断，以致于让美国政府冒然向某些国家出兵。所以，中国必须作足反击美国的准备，随时准备打掉美国军工复合体在中国赚取利润的幻想！！！,0.9999825399470752
1654596535,无垠的山川,上海,国与国之间应当相互尊重，大家都是念过小学的人，别老是舞刀弄枪来吓人~~,0.9961021228495462
6245573399,去吧早道田,江苏苏州,让美国折腾，只要我们坚持发展，方向不要错，自保还是有能力的,0.9827732560320345
2798965292,龙的传人_1973,四川德阳,关岛和夏威夷无疑是美国在太平洋上军事力量的支撑点，中国想要赢得未来的战争，在太平洋上建立军事基地是中国海军走向深蓝的立足点！,0.9999999989055417
3939303537,汤子曰2100,台湾新北,60亿美元对付咱们中国？？神经！！[哼][哼][哼]再加60000亿美元也是竹篮打水一场空！！十万个智能水雷，就可以让他妈变成废弃物！！,0.002158650897260306
3268799097,Lumia_900,广西南宁,都到中国家门口了，还要强化，是想中国大地随意驰骋还是怎么滴？,0.9986441302343024
1207973667,个人观点,江苏南京,旨在威慑接收克里米亚后的俄罗斯的“欧洲防卫倡议”项目-------------实施后北极熊在欧洲立即陷入被动防守，波兰罗马尼亚波罗的海国家开始全面接纳北约。印太重演？,0.9938304975266008
7439231149,用户7439231149,河北,不要脸的美帝国主义,0.8501647861818784
5256877467,海岸666,上海,科技创新，经济主导一切，这是我们的底气！我们不想战争，但也不怕战争。我们的先进武器，要发展要赶超。一切都是为了保家卫国，更好的发展我们的经济建设。所以，和平时期，如何发展我们的经济，就是削弱击败一切敌人的首要任务。,0.999999976337472
1683878070,木头Ve2Q,湖北武汉,无偿占有世界财富的好日子快要到头了。。。,0.9735562004187456
6178268826,儿童兵团,湖北武汉,早日解放台湾，西太平洋才能早日真正太平。来我的怀里，或者让我驻进你心里。,0.9401848457086891
6066401670,默默的月亮2008,上海,这个60亿是靠多发行美元得到的，损失的是中国手里的国债。这相当于花中国的钱来修建基地对付中国。我们应该考虑把投资美国的钱用来投资国内市场,0.9652991025389789
7321259226,用户7321259226,四川成都,二月份中国才增持了100亿美债，结果美国佬拿到钱不干正事！,0.3338649909545256
